Bölüm,Kategori,Seri,Model,Kaynak Dosya,Özellikler
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,MCB,MCB-125,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: 21 Fonksiyonlu Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Var | Bırakmada Gecikme: Var | Pals: Var | Asimetrik Flaşör: Var | Simetrik Flaşör: Var | Start/Stop: Var | Sayıcı: Var | Sağ-Sol: Yok | Yıldız/Üçgen: Yok | 2 Kademe Çekmede Gecikme: Yok | 2 Kademe Bırakmada Gecikme: Yok | Hafıza: Var (*) | 12-30 VAC/DC: Yok | 85-315 VAC/DC: Var | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,MCB,MCB-126,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: 21 Fonksiyonlu Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Var | Bırakmada Gecikme: Var | Pals: Var | Asimetrik Flaşör: Var | Simetrik Flaşör: Var | Start/Stop: Var | Sayıcı: Var | Sağ-Sol: Yok | Yıldız/Üçgen: Yok | 2 Kademe Çekmede Gecikme: Yok | 2 Kademe Bırakmada Gecikme: Yok | Hafıza: Var (*) | 12-30 VAC/DC: Var | 85-315 VAC/DC: Yok | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,MCB,MCB-130,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: 28 Fonksiyonlu Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Var | Bırakmada Gecikme: Var | Pals: Var | Asimetrik Flaşör: Var | Simetrik Flaşör: Var | Start/Stop: Var | Sayıcı: Var | Sağ-Sol: Var | Yıldız/Üçgen: Var | 2 Kademe Çekmede Gecikme: Var | 2 Kademe Bırakmada Gecikme: Var | Hafıza: Var (*) | 12-30 VAC/DC: Yok | 85-315 VAC/DC: Var | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,MCB,MCB-131,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: 28 Fonksiyonlu Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Var | Bırakmada Gecikme: Var | Pals: Var | Asimetrik Flaşör: Var | Simetrik Flaşör: Var | Start/Stop: Var | Sayıcı: Var | Sağ-Sol: Var | Yıldız/Üçgen: Var | 2 Kademe Çekmede Gecikme: Var | 2 Kademe Bırakmada Gecikme: Var | Hafıza: Var (*) | 12-30 VAC/DC: Var | 85-315 VAC/DC: Yok | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,MCB,MCB-200,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: Beslemesiz Çok Fonksiyonlu Zaman Rölesi | Zaman Aralığı: 0,2sn-9999sn / 0,1dk-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Opsiyonel | Bırakmada Gecikme: Opsiyonel | Pals: Opsiyonel | Asimetrik Flaşör: Opsiyonel | Simetrik Flaşör: Opsiyonel | Start/Stop: Yok | Sayıcı: Yok | Sağ-Sol: Yok | Yıldız/Üçgen: Yok | 2 Kademe Çekmede Gecikme: Yok | 2 Kademe Bırakmada Gecikme: Yok | Hafıza: Yok | 12-30 VAC/DC: Yok | 85-315 VAC/DC: Yok | Dahili Batarya: Var | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,ERTC,ERTC-100,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: Sayıcı / Impulse Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Yok | Bırakmada Gecikme: Yok | Pals: Var | Asimetrik Flaşör: Yok | Simetrik Flaşör: Yok | Start/Stop: Yok | Sayıcı: Var | Sağ-Sol: Yok | Yıldız/Üçgen: Yok | 2 Kademe Çekmede Gecikme: Yok | 2 Kademe Bırakmada Gecikme: Yok | Hafıza: Var (*) | 12-30 VAC/DC: Yok | 85-315 VAC/DC: Var | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Çok Fonksiyonlu Zaman Röleleri,ERTC,ERTC-101,cok_fonksiyonlu_zaman_roleleri.csv,"Açıklama: Sayıcı / Impulse Zaman Rölesi | Zaman Aralığı: 0,1sn-9999dk | Tetikleme Girişi: Var | Çekmede Gecikme: Yok | Bırakmada Gecikme: Yok | Pals: Var | Asimetrik Flaşör: Yok | Simetrik Flaşör: Yok | Start/Stop: Yok | Sayıcı: Var | Sağ-Sol: Yok | Yıldız/Üçgen: Yok | 2 Kademe Çekmede Gecikme: Yok | 2 Kademe Bırakmada Gecikme: Yok | Hafıza: Var (*) | 12-30 VAC/DC: Var | 85-315 VAC/DC: Yok | Dahili Batarya: Yok | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-10,dtr_astronomik_zaman_roleleri.csv,Açıklama: Astronomik Zaman Rölesi | Data Aktarımı (RS-485): Yok | Değiştirilebilir Pil: Var | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 1 | 85-265 VAC: Var | 190-260 VAC: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-10t,dtr_astronomik_zaman_roleleri.csv,Açıklama: Astronomik Zaman Rölesi | Data Aktarımı (RS-485): Yok | Değiştirilebilir Pil: Var | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 1 | 85-265 VAC: Var | 190-260 VAC: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-20,dtr_astronomik_zaman_roleleri.csv,"Açıklama: Astronomik Zaman Rölesi, Harici Hafıza | Data Aktarımı (RS-485): Yok | Değiştirilebilir Pil: Yok | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 1 | 85-265 VAC: Yok | 190-260 VAC: Var | DIN2 Ray Montaj: Var"
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-20S,dtr_astronomik_zaman_roleleri.csv,Açıklama: Astronomik Zaman Rölesi (Çift Kontaklı) | Data Aktarımı (RS-485): Var | Değiştirilebilir Pil: Var | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 2 | 85-265 VAC: Var | 190-260 VAC: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-20TS,dtr_astronomik_zaman_roleleri.csv,Açıklama: Astronomik Zaman Rölesi (Haberleşmeli) | Data Aktarımı (RS-485): Var | Değiştirilebilir Pil: Var | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 1 | 85-265 VAC: Var | 190-260 VAC: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Astronomik Zaman Röleleri,DTR,DTR-25,dtr_astronomik_zaman_roleleri.csv,Açıklama: Astronomik Zaman Rölesi | Data Aktarımı (RS-485): Yok | Değiştirilebilir Pil: Yok | 24 saat Zaman Ayarı: Var | Astronomik Programlama: Var | Röle Çıkışı (16A): 1 | 85-265 VAC: Yok | 190-260 VAC: Var | DIN2 Ray Montaj: Var
Koruma & Kontrol,Faz Sırası Koruma Röleleri,FR,FR-02,faz_sirasi_koruma_roleleri.csv,"Tip: Faz Sırası Koruma Rölesi | Nötr Algılama Hatası: Var | Faz Yokluğu: Var | Faz Sırası Hatası: Var | PTC Koruması: Yok | 1 C/O Kontak: Var | DIN2 Ray Montaj: Var | İşletme Gerilimi: 230 VAC | Bağlantı: 3-faz / nötr | Kontak Çıkışı: 1 CO, 8A, 2000 VA | Boyut: 36x90x60 mm"
Koruma & Kontrol,Faz Sırası Koruma Röleleri,PT,PT-01,faz_sirasi_koruma_roleleri.csv,"Tip: Termistör Rölesi | Nötr Algılama Hatası: Yok | Faz Yokluğu: Yok | Faz Sırası Hatası: Yok | PTC Koruması: Var | 1 C/O Kontak: Var | DIN2 Ray Montaj: Var | İşletme Gerilimi: 230 VAC | Bağlantı: 1-faz / nötr | Kontak Çıkışı: 1 CO, 5A, 1250 VA | Boyut: 36x90x60 mm"
Koruma & Kontrol,Faz Sırası Koruma Röleleri,PTC,PTC-3,faz_sirasi_koruma_roleleri.csv,Tip: Üçlü Termistör Grubu (sensör) | Nötr Algılama Hatası: Yok | Faz Yokluğu: Yok | Faz Sırası Hatası: Yok | PTC Koruması: Yok | 1 C/O Kontak: Yok | DIN2 Ray Montaj: Yok | İşletme Gerilimi: 230 VAC | Boyut: 36x90x60 mm
Koruma & Kontrol,Fotosel Röleleri,FG,FG-4,fotosel_roleleri.csv,Tip: Fotosel Röle | 1-3 Lux Ayarlı: Var | 1-10 Lux Ayarlı: Yok | El Kumandalı: Yok | Sigorta Korumalı: Yok | Triyak Çıkışı: Yok | Röle Çıkışı: Var | Göz: Yok | 190-260 VAC: Var | DIN2 Kutu: Var
Koruma & Kontrol,Fotosel Röleleri,FG,FG-4A,fotosel_roleleri.csv,Tip: Fotosel Röle | 1-3 Lux Ayarlı: Yok | 1-10 Lux Ayarlı: Var | El Kumandalı: Yok | Sigorta Korumalı: Yok | Triyak Çıkışı: Yok | Röle Çıkışı: Var | Göz: Yok | 190-260 VAC: Var | DIN2 Kutu: Yok
Koruma & Kontrol,Fotosel Röleleri,FG,FG-4R,fotosel_roleleri.csv,Tip: Fotosel Röle | 1-3 Lux Ayarlı: Yok | 1-10 Lux Ayarlı: Var | El Kumandalı: Var | Sigorta Korumalı: Var | Triyak Çıkışı: Yok | Röle Çıkışı: Var | Göz: Yok | 190-260 VAC: Var | DIN2 Kutu: Yok
Koruma & Kontrol,Fotosel Röleleri,FG,FG-4T,fotosel_roleleri.csv,Tip: Fotosel Röle (Triyak çıkışlı) | 1-3 Lux Ayarlı: Yok | 1-10 Lux Ayarlı: Var | El Kumandalı: Var | Sigorta Korumalı: Var | Triyak Çıkışı: Var | Röle Çıkışı: Yok | Göz: Yok | 190-260 VAC: Var | DIN2 Kutu: Yok
Koruma & Kontrol,Fotosel Röleleri,FG,FG-GÖZ,fotosel_roleleri.csv,Tip: Fotosel Göz | 1-3 Lux Ayarlı: Yok | 1-10 Lux Ayarlı: Yok | El Kumandalı: Yok | Sigorta Korumalı: Yok | Triyak Çıkışı: Yok | Röle Çıkışı: Yok | Göz: Var | 190-260 VAC: Yok | DIN2 Kutu: Yok
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-31E LCD,gerilim_koruma_roleleri.csv,LCD Ekran: Var | Nötr Kopması Algılama: Yok | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Var | Yüksek Frekans: Var | Gerilim Dengesizliği: Var | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Var | Açma Gecikmesi: Yok | Nötrsüz: Var | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Var | Röle (adet): 1 | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-21E LCD,gerilim_koruma_roleleri.csv,LCD Ekran: Var | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Var | Yüksek Frekans: Var | Gerilim Dengesizliği: Var | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Var | Açma Gecikmesi: Yok | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Yok | 85-300 VAC: Var | 150-500 VAC: Yok | Röle (adet): 1 | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-32E LCD,gerilim_koruma_roleleri.csv,LCD Ekran: Var | Nötr Kopması Algılama: Yok | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Var | Yüksek Frekans: Var | Gerilim Dengesizliği: Var | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Var | Açma Gecikmesi: Yok | Nötrsüz: Var | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Var | Röle (adet): 2 | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-22E LCD,gerilim_koruma_roleleri.csv,LCD Ekran: Var | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Var | Yüksek Frekans: Var | Gerilim Dengesizliği: Var | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Var | Açma Gecikmesi: Yok | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Yok | 85-300 VAC: Var | 150-500 VAC: Yok | Röle (adet): 2 | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,DGRC,DGRC-01,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Yok | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Yok | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-01,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Yok | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Yok | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-02,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Yok | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-02F,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-02FA,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Yok | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Var | Yardımcı Besleme: Var | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-03,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Yok | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Yok | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Var | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Var | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-03F,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Yok | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Var | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Var | Yardımcı Besleme: Yok | 230 VAC: Yok | 400 VAC: Var | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-M2,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Yok | Tek Faz: Var | Düşük Gerilim: Var | Aşırı Gerilim: Var | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Yok | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Yok | DIN2 Ray Montaj: Var
Koruma & Kontrol,Gerilim Koruma Röleleri,MCC,MCC-1D,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Yok | Tek Faz: Var | Düşük Gerilim: Var | Aşırı Gerilim: Yok | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Yok | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Var | DIN2 Ray Montaj: Yok
Koruma & Kontrol,Gerilim Koruma Röleleri,MCC,MCC-3D,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Var | Aşırı Gerilim: Yok | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Yok | Çekme Gecikmesi: Var | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Yok | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Var | DIN2 Ray Montaj: Yok
Koruma & Kontrol,Gerilim Koruma Röleleri,GKRC,GKRC-30F,gerilim_koruma_roleleri.csv,LCD Ekran: Yok | Nötr Kopması Algılama: Var | 3-Faz: Var | Tek Faz: Yok | Düşük Gerilim: Opsiyonel | Aşırı Gerilim: Opsiyonel | Düşük Frekans: Yok | Yüksek Frekans: Yok | Gerilim Dengesizliği: Yok | Faz Yokluğu: Var | Faz Sırası Koruması: Opsiyonel | Çekme Gecikmesi: Yok | Bırakma Gecikmesi: Yok | Açma Gecikmesi: Var | Nötrsüz: Yok | Yardımcı Besleme: Yok | 230 VAC: Var | 400 VAC: Yok | 85-300 VAC: Yok | 150-500 VAC: Yok | DIN1 Ray Montaj: Var | DIN2 Ray Montaj: Yok
Koruma & Kontrol,Güç Kaynakları,PS,PS-242,guc_kaynaklari.csv,Güç (W): 24 | Çıkış Akımı (A): 1 | Çıkış Gerilimi (VDC): 24 | Montaj: DIN Ray
Koruma & Kontrol,Güç Kaynakları,PS,PS-361,guc_kaynaklari.csv,Güç (W): 36 | Çıkış Akımı (A): 3 | Çıkış Gerilimi (VDC): 12 | Montaj: DIN Ray
Koruma & Kontrol,Güç Kaynakları,PS,PS-362,guc_kaynaklari.csv,"Güç (W): 36 | Çıkış Akımı (A): 1,5 | Çıkış Gerilimi (VDC): 24 | Montaj: DIN Ray"
Koruma & Kontrol,Güç Kaynakları,PS,PS-722,guc_kaynaklari.csv,Güç (W): 72 | Çıkış Akımı (A): 3 | Çıkış Gerilimi (VDC): 24 | Montaj: DIN Ray
Koruma & Kontrol,Güç Kaynakları,PS,PS-1202,guc_kaynaklari.csv,Güç (W): 120 | Çıkış Akımı (A): 5 | Çıkış Gerilimi (VDC): 24 | Montaj: DIN Ray
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.25,izolasyon_trafolari.csv,Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 25 | Kısa Süreli Güç (VA): 51 | Ağırlık (kg): 1 | Klemens Çapı: 4 mm 2 | A (mm): 66 | B (mm): 76 | C (mm): 80 | D (mm): 50 | E (mm): 64 | F (mm): 80 | H (mm): 5*8
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.50,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 50 | Kısa Süreli Güç (VA): 104 | Ağırlık (kg): 1,5 | Klemens Çapı: 4 mm 2 | A (mm): 84 | B (mm): 76 | C (mm): 91 | D (mm): 64 | E (mm): 64 | F (mm): 82 | H (mm): 5*8"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.100,izolasyon_trafolari.csv,Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 100 | Kısa Süreli Güç (VA): 199 | Ağırlık (kg): 2 | Klemens Çapı: 4 mm 2 | A (mm): 84 | B (mm): 76 | C (mm): 91 | D (mm): 64 | E (mm): 64 | F (mm): 96 | H (mm): 6*9
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.160,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 160 | Kısa Süreli Güç (VA): 338 | Ağırlık (kg): 2,4 | Klemens Çapı: 4 mm 2 | A (mm): 96 | B (mm): 89 | C (mm): 99 | D (mm): 84 | E (mm): 74 | F (mm): 100 | H (mm): 6*9"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.200,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 200 | Kısa Süreli Güç (VA): 428 | Ağırlık (kg): 2,9 | Klemens Çapı: 4 mm 2 | A (mm): 96 | B (mm): 89 | C (mm): 99 | D (mm): 84 | E (mm): 74 | F (mm): 100 | H (mm): 6*9"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.250,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 250 | Kısa Süreli Güç (VA): 548 | Ağırlık (kg): 3,4 | Klemens Çapı: 4 mm 2 | A (mm): 96 | B (mm): 102 | C (mm): 99 | D (mm): 84 | E (mm): 87 | F (mm): 114 | H (mm): 6*9"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.320,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 320 | Kısa Süreli Güç (VA): 701 | Ağırlık (kg): 4,4 | Klemens Çapı: 4 mm 2 | A (mm): 120 | B (mm): 90 | C (mm): 127 | D (mm): 90 | E (mm): 83 | F (mm): 92 | H (mm): 6*9"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.400,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 400 | Kısa Süreli Güç (VA): 959 | Ağırlık (kg): 5,4 | Klemens Çapı: 4 mm 2 | A (mm): 120 | B (mm): 102 | C (mm): 127 | D (mm): 90 | E (mm): 95 | F (mm): 106 | H (mm): 7*13"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.500,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 500 | Kısa Süreli Güç (VA): 1259 | Ağırlık (kg): 7,1 | Klemens Çapı: 4 mm 2 | A (mm): 120 | B (mm): 122 | C (mm): 127 | D (mm): 90 | E (mm): 109 | F (mm): 126 | H (mm): 7*13"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.2323.630,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 230/230 | Anma Güç (VA): 630 | Kısa Süreli Güç (VA): 1493 | Ağırlık (kg): 8,1 | Klemens Çapı: 4 mm 2 | A (mm): 150 | B (mm): 113 | C (mm): 141 | D (mm): 122 | E (mm): 89 | F (mm): 102 | H (mm): 7*13"
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.4023.25,izolasyon_trafolari.csv,Giriş/Çıkış Gerilim (V): 400/230 | Anma Güç (VA): 25 | Kısa Süreli Güç (VA): 51 | Ağırlık (kg): 1 | Klemens Çapı: 4 mm 2 | A (mm): 66 | B (mm): 76 | C (mm): 80 | D (mm): 50 | E (mm): 64 | F (mm): 80 | H (mm): 5*8
Koruma & Kontrol,İzolasyon Trafoları,ENT.IST,ENT.IST.4023.50,izolasyon_trafolari.csv,"Giriş/Çıkış Gerilim (V): 400/230 | Anma Güç (VA): 50 | Kısa Süreli Güç (VA): 95 | Ağırlık (kg): 1,5 | Klemens Çapı: 4 mm 2 | A (mm): 84 | B (mm): 76 | C (mm): 91 | D (mm): 64 | E (mm): 64 | F (mm): 82 | H (mm): 5*8"
