Bölüm,Kategori,Seri,Model,Kaynak Dosya,Özellikler
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-E50 7-230-10,75",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Tek Fazlı | Şebeke: 230V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 10,75 | L (mH): 1,179 | Irms (A): 46,75 | Ith (A): 51,425 | Ilin (A): 95,6 | C* (uF): 602 | Boyut No: 8 | A: 8,5 | B: 130 | C: 100 | D: 121 | E: 95 | F: 160 | G: 190 | H: 10 | Ağırlık (kg): 6,5 | Uygun Kondansatör: ENT.CF-230-10"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-4",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 4 | L (mH): 7,65 | Irms (A): 7,02 | Ith (A): 7,72 | Ilin (A): 15,92 | C* (uF): 25,02 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 4 | Uygun Kondansatör: ENT.CXD-450-5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 5 | L (mH): 6,12 | Irms (A): 8,77 | Ith (A): 9,65 | Ilin (A): 19,90 | C* (uF): 31,28 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 4,5 | Uygun Kondansatör: ENT.CXD-450-5+ENT.CXD-450-1"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-6,25",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 6,25 | L (mH): 4,90 | Irms (A): 10,97 | Ith (A): 12,06 | Ilin (A): 24,87 | C* (uF): 39,1 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 5 | Uygun Kondansatör: ENT.CXD-450-7,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-7,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 7,5 | L (mH): 4,08 | Irms (A): 13,16 | Ith (A): 14,48 | Ilin (A): 29,85 | C* (uF): 46,92 | Boyut No: 1 | A: 150 | B: 105 | C: 110 | D: 56 | H: 160 | Ağırlık (kg): 7 | Uygun Kondansatör: ENT.CXD-450-7,5+ENT.CMD-450-1,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-10",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 10 | L (mH): 3,06 | Irms (A): 16,8 | Ith (A): 18,48 | Ilin (A): 35,13 | C* (uF): 62,55 | Boyut No: 13 | A: 180 | B: 135 | C: 135 | D: 178 | E: 160 | Ağırlık (kg): 6,5 | Uygun Kondansatör: ENT.CXD-450-12.5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-12,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 12,5 | L (mH): 2,45 | Irms (A): 21 | Ith (A): 23,1 | Ilin (A): 43,91 | C* (uF): 78,19 | Boyut No: 19 | A: 180 | B: 145 | C: 135 | D: 88,5 | E: 160 | Ağırlık (kg): 8 | Uygun Kondansatör: ENT.CXD-450-15"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-16,6",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 16,6 | L (mH): 1,84 | Irms (A): 27,88 | Ith (A): 30,67 | Ilin (A): 58,32 | C* (uF): 103,84 | Boyut No: 15 | A: 180 | B: 120 | C: 135 | D: 97 | H: 185 | Ağırlık (kg): 9,9 | Uygun Kondansatör: ENT.CXD-450-20"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-20",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 20 | L (mH): 1,53 | Irms (A): 33,6 | Ith (A): 36,95 | Ilin (A): 70,26 | C* (uF): 125,11 | Boyut No: 4 | A: 240 | B: 140 | C: 185 | D: 79 | E: 210 | Ağırlık (kg): 12,2 | Uygun Kondansatör: ENT.CXD-450-25"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-25",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 25 | L (mH): 1,53 | Irms (A): 38,11 | Ith (A): 41,92 | Ilin (A): 73,52 | C* (uF): 154,18 | Boyut No: 5 | A: 240 | B: 150 | C: 185 | D: 89 | E: 210 | Ağırlık (kg): 15,2 | Uygun Kondansatör: ENT.CXD-450-30 | Not: Katalogda L=1,53 mH basılı (bir üst satırla aynı); fr=210Hz ve C=154,18uF ile fiziksel tutarlı değer ~1,22 mH (olası katalog dizgi hatası)"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-30",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 30 | L (mH): 1,02 | Irms (A): 50,39 | Ith (A): 55,43 | Ilin (A): 105,39 | C* (uF): 187,66 | Boyut No: 6 | A: 240 | B: 160 | C: 185 | D: 99 | E: 210 | Ağırlık (kg): 16,9 | Uygun Kondansatör: ENT.CXD-450-15+ENT.CXD-450-20"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-40",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 40 | L (mH): 0,77 | Irms (A): 67,19 | Ith (A): 73,91 | Ilin (A): 140,53 | C* (uF): 250,22 | Boyut No: 16 | A: 240 | B: 165 | C: 185 | D: 104 | E: 210 | Ağırlık (kg): 18,7 | Uygun Kondansatör: ENT.CXD-450-25 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-50",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 50 | L (mH): 0,61 | Irms (A): 83,99 | Ith (A): 92,39 | Ilin (A): 175,66 | C* (uF): 312,77 | Boyut No: 18 | A: 300 | B: 180 | C: 224 | D: 111 | E: 260 | Ağırlık (kg): 26,9 | Uygun Kondansatör: ENT.CXD-450-30 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-60",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 60 | L (mH): 0,51 | Irms (A): 100,79 | Ith (A): 110,86 | Ilin (A): 210,79 | C* (uF): 375,33 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 38,9 | Uygun Kondansatör: ENT.CXD-450-25 3 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-80",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 80 | L (mH): 0,38 | Irms (A): 134,38 | Ith (A): 147,82 | Ilin (A): 281,05 | C* (uF): 500,44 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 42,3 | Uygun Kondansatör: ENT.CXD-450-25 4 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-5,67-400-100",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 210 | Filtre Oranı p: %5,67 | kVAr: 100 | L (mH): 0,31 | Irms (A): 167,98 | Ith (A): 184,77 | Ilin (A): 351,31 | C* (uF): 625,55 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 48,6 | Uygun Kondansatör: ENT.CXD-450-30 4 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-7-400-2,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 2,5 | L (mH): 15,3 | Irms (A): 4 | Ith (A): 4,4 | Ilin (A): 8,4 | C* (uF): 15 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 4 | Uygun Kondansatör: ENT.CXD-450-1,5 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-4,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 4 | L (mH): 9,58 | Irms (A): 6,4 | Ith (A): 7 | Ilin (A): 13,4 | C* (uF): 24,7 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 4,5 | Uygun Kondansatör: ENT.CXD-450-5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-5,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 7,6 | L (mH): 7,67 | Irms (A): 8 | Ith (A): 8,85 | Ilin (A): 1 | C* (uF): 30,8 | Boyut No: 0 | A: 120 | B: 45 | E: 100 | H: 120 | Ağırlık (kg): 5 | Uygun Kondansatör: ENT.CXD-450-5+ENT.CMD-450-1"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-7-400-6,25",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 6,25 | L (mH): 6,12 | Irms (A): 10,4 | Ith (A): 11,05 | Ilin (A): 20,97 | C* (uF): 39,30 | Boyut No: 1 | A: 150 | B: 105 | C: 110 | D: 56 | H: 160 | Ağırlık (kg): 7 | Uygun Kondansatör: ENT.CXD-450-7,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-7-400-7,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 7,5 | L (mH): 5,11 | Irms (A): 12,05 | Ith (A): 13,26 | Ilin (A): 25,16 | C* (uF): 47,16 | Boyut No: 1 | A: 150 | B: 105 | C: 110 | D: 56 | H: 160 | Ağırlık (kg): 7 | Uygun Kondansatör: ENT.CXD-450-7,5+ENT.CMD-450-1,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-10,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 10 | L (mH): 3,83 | Irms (A): 15,24 | Ith (A): 16,77 | Ilin (A): 29,41 | C* (uF): 61,67 | Boyut No: 19 | A: 180 | B: 145 | C: 135 | D: 88,5 | E: 160 | Ağırlık (kg): 8,1 | Uygun Kondansatör: ENT.CXD-450-12,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-7-400-12,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 12,5 | L (mH): 3,07 | Irms (A): 19,06 | Ith (A): 20,96 | Ilin (A): 36,76 | C* (uF): 77,09 | Boyut No: 3 | A: 180 | B: 155 | C: 135 | D: 97 | E: 160 | Ağırlık (kg): 9,3 | Uygun Kondansatör: ENT.CXD-450-15"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-7-400-16,6",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 16,6 | L (mH): 2,31 | Irms (A): 25,31 | Ith (A): 27,84 | Ilin (A): 48,82 | C* (uF): 102,38 | Boyut No: 4 | A: 240 | B: 140 | C: 185 | D: 79 | E: 210 | Ağırlık (kg): 11,4 | Uygun Kondansatör: ENT.CXD-450-20"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-20,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 22,2 | L (mH): 1,92 | Irms (A): 30,49 | Ith (A): 33,54 | Ilin (A): 58,82 | C* (uF): 123,35 | Boyut No: 4 | A: 240 | B: 140 | C: 185 | D: 79 | E: 210 | Ağırlık (kg): 12,2 | Uygun Kondansatör: ENT.CXD-450-25"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-25,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 25 | L (mH): 1,53 | Irms (A): 38,11 | Ith (A): 41,92 | Ilin (A): 73,52 | C* (uF): 154,18 | Boyut No: 5 | A: 240 | B: 150 | C: 185 | D: 89 | E: 210 | Ağırlık (kg): 15,2 | Uygun Kondansatör: ENT.CXD-450-30"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-30,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 30 | L (mH): 1,28 | Irms (A): 45,73 | Ith (A): 50,31 | Ilin (A): 88,23 | C* (uF): 185,02 | Boyut No: 6 | A: 240 | B: 160 | C: 185 | D: 99 | E: 210 | Ağırlık (kg): 16,9 | Uygun Kondansatör: ENT.CXD-450-15+ENT.CXD-450-20"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-40,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 40 | L (mH): 0,96 | Irms (A): 60,98 | Ith (A): 67,07 | Ilin (A): 117,64 | C* (uF): 246,69 | Boyut No: 16 | A: 240 | B: 165 | C: 185 | D: 104 | E: 210 | Ağırlık (kg): 18,7 | Uygun Kondansatör: ENT.CXD-450-25 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-50,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 50 | L (mH): 0,77 | Irms (A): 76,22 | Ith (A): 93,84 | Ilin (A): 147,05 | C* (uF): 308,36 | Boyut No: 18 | A: 300 | B: 180 | C: 224 | D: 111 | E: 260 | Ağırlık (kg): 26,9 | Uygun Kondansatör: ENT.CXD-450-30 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-60,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 60 | L (mH): 0,64 | Irms (A): 91,47 | Ith (A): 100,61 | Ilin (A): 176,46 | C* (uF): 370,04 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 38,9 | Uygun Kondansatör: ENT.CXD-450-25 3 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-80,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 80 | L (mH): 0,48 | Irms (A): 121,95 | Ith (A): 134,15 | Ilin (A): 235,28 | C* (uF): 493,38 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 42,3 | Uygun Kondansatör: ENT.CXD-450-25 4 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-7-400-100,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 189 | Filtre Oranı p: %7 | kVAr: 100 | L (mH): 0,38 | Irms (A): 152,44 | Ith (A): 167,69 | Ilin (A): 294,1 | C* (uF): 616,73 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 48,6 | Uygun Kondansatör: ENT.CXD-450-30 4 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-5,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 5 | L (mH): 16,58 | Irms (A): 7,69 | Ith (A): 8,46 | Ilin (A): 14,03 | C* (uF): 28,52 | Boyut No: 1 | A: 150 | B: 105 | C: 110 | D: 56 | H: 160 | Ağırlık (kg): 6,5 | Uygun Kondansatör: ENT.CXD-525-7,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-6,25",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 6,25 | L (mH): 13,27 | Irms (A): 9,62 | Ith (A): 10,58 | Ilin (A): 17,54 | C* (uF): 35,64 | Boyut No: 2 | A: 180 | B: 120 | C: 185 | D: 78 | H: 270 | Ağırlık (kg): 7,5 | Uygun Kondansatör: ENT.CXD-525-10"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-7,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 7,5 | L (mH): 11,05 | Irms (A): 11,54 | Ith (A): 12,69 | Ilin (A): 21,05 | C* (uF): 42,77 | Boyut No: 2 | A: 180 | B: 120 | C: 185 | D: 78 | H: 270 | Ağırlık (kg): 9 | Uygun Kondansatör: ENT.CXD-550-7,5+ENT.CXD-550-5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-10,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 10 | L (mH): 8,29 | Irms (A): 14,52 | Ith (A): 15,98 | Ilin (A): 24,38 | C* (uF): 57,3 | Boyut No: 3 | A: 180 | B: 155 | C: 135 | D: 97 | E: 160 | Ağırlık (kg): 9,6 | Uygun Kondansatör: ENT.CXD-525-15"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-12,5",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 12,5 | L (mH): 6,63 | Irms (A): 18,15 | Ith (A): 19,97 | Ilin (A): 30,48 | C* (uF): 71,29 | Boyut No: 4 | A: 240 | B: 140 | C: 185 | D: 79 | E: 210 | Ağırlık (kg): 11,7 | Uygun Kondansatör: ENT.CXD-525-20"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-16,6",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 16,6 | L (mH): 4,99 | Irms (A): 24,11 | Ith (A): 26,52 | Ilin (A): 40,47 | C* (uF): 94,67 | Boyut No: 4 | A: 240 | B: 140 | C: 185 | D: 79 | E: 210 | Ağırlık (kg): 12,2 | Uygun Kondansatör: ENT.CXD-525-25"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-20,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 20 | L (mH): 4,15 | Irms (A): 29,05 | Ith (A): 31,95 | Ilin (A): 48,76 | C* (uF): 114,06 | Boyut No: 5 | A: 240 | B: 150 | C: 185 | D: 89 | E: 210 | Ağırlık (kg): 15,4 | Uygun Kondansatör: ENT.CXD-525-30"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-22,4",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 22,4 | L (mH): 3,7 | Irms (A): 32,53 | Ith (A): 35,79 | Ilin (A): 54,61 | C* (uF): 134,68 | Boyut No: 6 | A: 240 | B: 160 | C: 185 | D: 99 | E: 210 | Ağırlık (kg): 17,6 | Uygun Kondansatör: ENT.CXD-525-20+ENT.CXD-525-15"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-25,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 25 | L (mH): 3,32 | Irms (A): 36,31 | Ith (A): 39,94 | Ilin (A): 60,95 | C* (uF): 144,09 | Boyut No: 7 | A: 264 | B: 190 | C: 200 | D: 121 | E: 248 | Ağırlık (kg): 26,3 | Uygun Kondansatör: ENT.CXD-525-25+ENT.CXD-525-12,5"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-30,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 30 | L (mH): 2,76 | Irms (A): 43,57 | Ith (A): 47,93 | Ilin (A): 73,14 | C* (uF): 171,09 | Boyut No: 7 | A: 264 | B: 190 | C: 200 | D: 121 | E: 248 | Ağırlık (kg): 26,8 | Uygun Kondansatör: ENT.CXD-525-20+ENT.CXD-525-25"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-40,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 40 | L (mH): 2,07 | Irms (A): 58,09 | Ith (A): 63,9 | Ilin (A): 97,52 | C* (uF): 228,12 | Boyut No: 8 | A: 300 | B: 185 | C: 224 | D: 116 | E: 260 | Ağırlık (kg): 29,9 | Uygun Kondansatör: CXD-525-30 2 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,"ENT.ERH-14-400-44,4",ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 44,4 | L (mH): 1,87 | Irms (A): 64,49 | Ith (A): 70,93 | Ilin (A): 108,25 | C* (uF): 253,22 | Boyut No: 8 | A: 300 | B: 185 | C: 224 | D: 116 | E: 260 | Ağırlık (kg): 31,8"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-50,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 50 | L (mH): 1,66 | Irms (A): 72,62 | Ith (A): 79,88 | Ilin (A): 121,9 | C* (uF): 285,15 | Boyut No: 9 | A: 300 | B: 190 | C: 224 | D: 121 | E: 260 | Ağırlık (kg): 31,8 | Uygun Kondansatör: CXD-525-25 3 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-60,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 60 | L (mH): 1,38 | Irms (A): 87,14 | Ith (A): 95,86 | Ilin (A): 146,29 | C* (uF): 342,18 | Boyut No: 10 | A: 360 | B: 205 | C: 265 | D: 126 | E: 310 | Ağırlık (kg): 41 | Uygun Kondansatör: CXD-525-30 3 adet"
Kompanzasyon,Harmonik Filtre Reaktörleri,ENT.ERH,ENT.ERH-14-400-80,ent_erh_harmonik_filtre_reaktorleri.csv,"Faz: Üç Fazlı | Şebeke: 400V 50Hz | Rezonans Frekansı (Hz): 134 | Filtre Oranı p: %14 | kVAr: 80 | L (mH): 1,04 | Irms (A): 116,19 | Ith (A): 127,81 | Ilin (A): 195,05 | C* (uF): 456,24 | Boyut No: 11 | A: 360 | B: 215 | C: 265 | D: 138 | E: 310 | Ağırlık (kg): 48,6 | Uygun Kondansatör: CXD-525-30 4 adet"
